drug1;drug2
valsartan;potassium
valsartan;rituximab
valsartan;tobramycin
valsartan;trandolapril
valsartan;treprostinil
valsartan;triamterene
amoxicillin;demeclocycline
amoxicillin;doxycycline
amoxicillin;ethinyl_estradiol
amoxicillin;mestranol
amoxicillin;methacycline
amoxicillin;methotrexate
amoxicillin;minocycline
amoxicillin;oxytetracycline
amoxicillin;rolitetracycline
amoxicillin;tetracycline
phenylephrine;alseroxylon
phenylephrine;amitriptyline
phenylephrine;amoxapine
phenylephrine;clomipramine
phenylephrine;deserpidine
phenylephrine;desipramine
phenylephrine;doxepin
phenylephrine;ergonovine
phenylephrine;guanethidine
phenylephrine;imipramine
phenylephrine;isocarboxazid
phenylephrine;linezolid
phenylephrine;methyldopa
phenylephrine;methylergonovine
phenylephrine;midodrine
phenylephrine;moclobemide
phenylephrine;nortriptyline
phenylephrine;oxytocin
phenylephrine;pargyline
phenylephrine;phenelzine
phenylephrine;protriptyline
phenylephrine;rasagiline
phenylephrine;reserpine
phenylephrine;tranylcypromine
phenylephrine;trimipramine
lomefloxacin;calcium
lomefloxacin;calcium_acetate
lomefloxacin;iron_dextran
lomefloxacin;magnesium
busulfan;metronidazole
busulfan;telithromycin
busulfan;thioguanine
busulfan;trastuzumab
busulfan;voriconazole
olsalazine;azathioprine
olsalazine;mercaptopurine
olsalazine;thioguanine
irinotecan;aprepitant
irinotecan;atazanavir
irinotecan;fosphenytoin
irinotecan;ketoconazole
irinotecan;phenytoin
irinotecan;telithromycin
irinotecan;thiotepa
irinotecan;trastuzumab
irinotecan;voriconazole
methantheline;haloperidol
methantheline;tacrine
methantheline;trimethobenzamide
methantheline;triprolidine
methantheline;trospium
sulfathiazole;methenamine_mandelate
sulfathiazole;methotrexate
phendimetrazine;chlorpromazine
phendimetrazine;fluoxetine
phendimetrazine;fluphenazine
phendimetrazine;fluvoxamine
phendimetrazine;guanethidine
phendimetrazine;isocarboxazid
phendimetrazine;mesoridazine
phendimetrazine;methotrimeprazine
phendimetrazine;paroxetine
phendimetrazine;perphenazine
phendimetrazine;phenelzine
phendimetrazine;prochlorperazine
phendimetrazine;promethazine
phendimetrazine;propericiazine
phendimetrazine;rasagiline
phendimetrazine;thioridazine
phendimetrazine;tramadol
phendimetrazine;trandolapril
phendimetrazine;tranylcypromine
phendimetrazine;trifluoperazine
phendimetrazine;triprolidine
dopamine;amitriptyline
dopamine;amoxapine
dopamine;clomipramine
dopamine;desipramine
dopamine;doxepin
dopamine;entacapone
dopamine;fosphenytoin
dopamine;guanethidine
dopamine;imipramine
dopamine;isocarboxazid
dopamine;linezolid
dopamine;methyldopa
dopamine;midodrine
dopamine;moclobemide
dopamine;nortriptyline
dopamine;phenelzine
dopamine;phenytoin
dopamine;rasagiline
dopamine;reserpine
azelastine;tacrine
azelastine;trimethobenzamide
azelastine;triprolidine
azelastine;trospium
testosterone_propionate;acenocoumarol
testosterone_propionate;cyclosporine
testosterone_propionate;docetaxel
testosterone_propionate;warfarin
risedronate;calcium
risedronate;calcium_acetate
risedronate;calcium_chloride
risedronate;iron_dextran
risedronate;magnesium
gadofosveset_trisodium;artemether
gadofosveset_trisodium;lumefantrine
ergoloid_mesylate;desvenlafaxine
ergoloid_mesylate;telithromycin
ergoloid_mesylate;tipranavir
ergoloid_mesylate;tramadol
ergoloid_mesylate;tranylcypromine
ergoloid_mesylate;trazodone
ergoloid_mesylate;trimipramine
ergoloid_mesylate;venlafaxine
ergoloid_mesylate;voriconazole
ergoloid_mesylate;zolmitriptan
atenolol;acetohexamide
atenolol;ampicillin
atenolol;chlorpropamide
atenolol;clonidine
atenolol;dihydroergotamine
atenolol;dihydroergotoxine
atenolol;diltiazem
atenolol;disopyramide
atenolol;epinephrine
atenolol;ergonovine
atenolol;ergotamine
atenolol;fenoterol
atenolol;formoterol
atenolol;gliclazide
atenolol;glipizide
atenolol;glisoxepide
atenolol;glyburide
atenolol;glycodiazine
atenolol;ibuprofen
atenolol;indomethacin
atenolol;insulin
atenolol;insulin_aspart
atenolol;insulin_detemir
atenolol;insulin_glargine
atenolol;insulin_glulisine
atenolol;insulin_lispro
atenolol;isoproterenol
atenolol;lidocaine
atenolol;methysergide
atenolol;orciprenaline
atenolol;pipobroman
atenolol;pirbuterol
atenolol;piroxicam
atenolol;prazosin
atenolol;procaterol
atenolol;repaglinide
atenolol;salbutamol
atenolol;salmeterol
atenolol;terazosin
atenolol;terbutaline
atenolol;tolazamide
atenolol;tolbutamide
atenolol;treprostinil
atenolol;verapamil
hydroxyurea;trastuzumab
tazobactam;demeclocycline
tazobactam;doxycycline
tazobactam;ethinyl_estradiol
tazobactam;minocycline
tazobactam;tetracycline
dacarbazine;thiabendazole
dacarbazine;trastuzumab
fenofibrate;acenocoumarol
fenofibrate;anisindione
fenofibrate;atorvastatin
fenofibrate;cerivastatin
fenofibrate;dicumarol
fenofibrate;fluvastatin
fenofibrate;lovastatin
fenofibrate;pravastatin
fenofibrate;rosuvastatin
fenofibrate;simvastatin
fenofibrate;ursodeoxycholic_acid
fenofibrate;warfarin
lidocaine;acebutolol
lidocaine;atazanavir
lidocaine;atenolol
lidocaine;bisoprolol
lidocaine;carvedilol
lidocaine;cimetidine
lidocaine;darunavir
lidocaine;esmolol
lidocaine;labetalol
lidocaine;metoprolol
lidocaine;nadolol
lidocaine;oxprenolol
lidocaine;pindolol
lidocaine;propranolol
lidocaine;quinupristin
lidocaine;tacrine
lidocaine;tamoxifen
lidocaine;tamsulosin
lidocaine;telithromycin
lidocaine;terbinafine
lidocaine;thiothixene
lidocaine;timolol
lidocaine;tizanidine
lidocaine;tolterodine
lidocaine;tramadol
lidocaine;trazodone
lidocaine;voriconazole
carbachol;tacrine
estramustine;calcium_acetate
estramustine;clodronate
estramustine;trastuzumab
colchicine;atorvastatin
colchicine;bicalutamide
colchicine;cerivastatin
colchicine;clarithromycin
colchicine;clotrimazole
colchicine;conivaptan
colchicine;cyclosporine
colchicine;erythromycin
colchicine;fluvastatin
colchicine;lovastatin
colchicine;pravastatin
colchicine;rosuvastatin
colchicine;simvastatin
colchicine;telithromycin
colchicine;troleandomycin
colchicine;verapamil
colchicine;voriconazole
cyclothiazide;digoxin
cyclothiazide;lithium
ephedrine;amitriptyline
ephedrine;amoxapine
ephedrine;clomipramine
ephedrine;desipramine
ephedrine;desvenlafaxine
ephedrine;doxepin
ephedrine;guanethidine
ephedrine;imipramine
ephedrine;isocarboxazid
ephedrine;linezolid
ephedrine;methyldopa
ephedrine;midodrine
ephedrine;moclobemide
ephedrine;nortriptyline
ephedrine;phenelzine
ephedrine;rasagiline
ephedrine;reserpine
ephedrine;tranylcypromine
ephedrine;venlafaxine
rituximab;betaxolol
rituximab;chlorothiazide
rituximab;telmisartan
rituximab;terazosin
rituximab;tolazamide
rituximab;torasemide
rituximab;trandolapril
rituximab;trastuzumab
rituximab;trichlormethiazide
rituximab;valsartan
rituximab;verapamil
docetaxel;aprepitant
docetaxel;carboplatin
docetaxel;cisplatin
docetaxel;erythromycin
docetaxel;josamycin
docetaxel;ketoconazole
docetaxel;midazolam
docetaxel;orphenadrine
docetaxel;quinupristin
docetaxel;telithromycin
docetaxel;testosterone
docetaxel;testosterone_propionate
docetaxel;trastuzumab
docetaxel;valrubicin
docetaxel;voriconazole
adenosine;aminophylline
adenosine;caffeine
adenosine;dipyridamole
adenosine;dyphylline
adenosine;oxtriphylline
adenosine;theophylline
cephaloglycin;probenecid
darunavir;abacavir
darunavir;bromazepam
darunavir;clarithromycin
darunavir;dantrolene
darunavir;lidocaine
darunavir;lopinavir
darunavir;lovastatin
darunavir;saquinavir
darunavir;tacrolimus
darunavir;tadalafil
darunavir;tamoxifen
darunavir;tamsulosin
darunavir;telithromycin
darunavir;temsirolimus
darunavir;teniposide
darunavir;tiagabine
darunavir;tolterodine
darunavir;topotecan
darunavir;tramadol
darunavir;trazodone
darunavir;trimipramine
darunavir;vardenafil
darunavir;venlafaxine
darunavir;verapamil
darunavir;vinblastine
darunavir;vincristine
darunavir;vinorelbine
darunavir;voriconazole
darunavir;zolpidem
darunavir;zonisamide
darunavir;zopiclone
nitrendipine;cimetidine
nitrendipine;telithromycin
nitrendipine;thiopental
nitrendipine;tipranavir
nitrendipine;treprostinil
nitrendipine;voriconazole
mesoridazine;amiodarone
mesoridazine;amitriptyline
mesoridazine;amphetamine
mesoridazine;artemether
mesoridazine;astemizole
mesoridazine;benzphetamine
mesoridazine;bretylium
mesoridazine;bromocriptine
mesoridazine;chloroquine
mesoridazine;chlorpromazine
mesoridazine;cisapride
mesoridazine;dexfenfluramine
mesoridazine;dextroamphetamine
mesoridazine;diethylpropion
mesoridazine;diltiazem
mesoridazine;diphenhydramine
mesoridazine;disopyramide
mesoridazine;dofetilide
mesoridazine;donepezil
mesoridazine;doxepin
mesoridazine;erythromycin
mesoridazine;fenfluramine
mesoridazine;flecainide
mesoridazine;fluoxetine
mesoridazine;fluvoxamine
mesoridazine;galantamine
mesoridazine;gatifloxacin
mesoridazine;grepafloxacin
mesoridazine;guanethidine
mesoridazine;halofantrine
mesoridazine;haloperidol
mesoridazine;imipramine
mesoridazine;josamycin
mesoridazine;levofloxacin
mesoridazine;lumefantrine
mesoridazine;maprotiline
mesoridazine;mazindol
mesoridazine;methamphetamine
mesoridazine;metrizamide
mesoridazine;paroxetine
mesoridazine;penicillin_g
mesoridazine;pentamidine
mesoridazine;phendimetrazine
mesoridazine;phenmetrazine
mesoridazine;phentermine
mesoridazine;phenylpropanolamine
mesoridazine;pimozide
mesoridazine;pindolol
mesoridazine;procainamide
mesoridazine;propafenone
mesoridazine;propranolol
mesoridazine;quinidine
mesoridazine;quinidine_barbiturate
mesoridazine;quinine
mesoridazine;rivastigmine
mesoridazine;sertindole
mesoridazine;sotalol
mesoridazine;sparfloxacin
mesoridazine;spiramycin
mesoridazine;tacrine
mesoridazine;tacrolimus
mesoridazine;terfenadine
mesoridazine;tetrabenazine
mesoridazine;thiothixene
mesoridazine;toremifene
mesoridazine;trimethobenzamide
mesoridazine;trimipramine
mesoridazine;triprolidine
mesoridazine;trospium
mesoridazine;voriconazole
mesoridazine;vorinostat
mesoridazine;ziprasidone
mesoridazine;zuclopenthixol
pentostatin;cyclophosphamide
pentostatin;fludarabine
pentostatin;trastuzumab
tamoxifen;acenocoumarol
tamoxifen;aminoglutethimide
tamoxifen;amiodarone
tamoxifen;amprenavir
tamoxifen;atazanavir
tamoxifen;capecitabine
tamoxifen;chloroquine
tamoxifen;chlorpromazine
tamoxifen;cimetidine
tamoxifen;cinacalcet
tamoxifen;clarithromycin
tamoxifen;clomipramine
tamoxifen;clozapine
tamoxifen;cocaine
tamoxifen;conivaptan
tamoxifen;darifenacin
tamoxifen;darunavir
tamoxifen;delavirdine
tamoxifen;desipramine
tamoxifen;diphenhydramine
tamoxifen;duloxetine
tamoxifen;floxuridine
tamoxifen;fluconazole
tamoxifen;fluorouracil
tamoxifen;fluoxetine
tamoxifen;flurbiprofen
tamoxifen;fosamprenavir
tamoxifen;gemfibrozil
tamoxifen;haloperidol
tamoxifen;ibuprofen
tamoxifen;imatinib
tamoxifen;imipramine
tamoxifen;indinavir
tamoxifen;indomethacin
tamoxifen;isoniazid
tamoxifen;itraconazole
tamoxifen;ketoconazole
tamoxifen;lidocaine
tamoxifen;lopinavir
tamoxifen;lumefantrine
tamoxifen;mefenamic_acid
tamoxifen;methadone
tamoxifen;methimazole
tamoxifen;miconazole
tamoxifen;nefazodone
tamoxifen;nelfinavir
tamoxifen;nicardipine
tamoxifen;nilotinib
tamoxifen;paroxetine
tamoxifen;pergolide
tamoxifen;pioglitazone
tamoxifen;piroxicam
tamoxifen;posaconazole
tamoxifen;pyrimethamine
tamoxifen;quinidine
tamoxifen;quinine
tamoxifen;quinupristin
tamoxifen;ranolazine
tamoxifen;rifabutin
tamoxifen;rifampin
tamoxifen;ritonavir
tamoxifen;rivaroxaban
tamoxifen;saquinavir
tamoxifen;sertraline
tamoxifen;sitaxentan
tamoxifen;sulfadiazine
tamoxifen;sulfisoxazole
tamoxifen;telithromycin
tamoxifen;terbinafine
tamoxifen;thioridazine
tamoxifen;ticlopidine
tamoxifen;tolbutamide
tamoxifen;topotecan
tamoxifen;tranylcypromine
tamoxifen;trazodone
tamoxifen;tretinoin
tamoxifen;voriconazole
tamoxifen;warfarin
modafinil;carisoprodol
modafinil;clozapine
modafinil;cyclosporine
modafinil;ethinyl_estradiol
modafinil;mestranol
modafinil;telithromycin
modafinil;triazolam
modafinil;trimipramine
modafinil;voriconazole
daunorubicin;trastuzumab
filgrastim;topotecan
fluoxymesterone;acenocoumarol
fluoxymesterone;anisindione
fluoxymesterone;dicumarol
fluoxymesterone;warfarin
methylergonovine;almotriptan
methylergonovine;atazanavir
methylergonovine;delavirdine
methylergonovine;desvenlafaxine
methylergonovine;efavirenz
methylergonovine;eletriptan
methylergonovine;epinephrine
methylergonovine;erythromycin
methylergonovine;frovatriptan
methylergonovine;isosorbide_dinitrate
methylergonovine;isosorbide_mononitrate
methylergonovine;naratriptan
methylergonovine;nitroglycerin
methylergonovine;pentaerythritol_tetranitrate
methylergonovine;phenylephrine
methylergonovine;telithromycin
methylergonovine;tipranavir
methylergonovine;tramadol
methylergonovine;tranylcypromine
methylergonovine;trazodone
methylergonovine;trimipramine
methylergonovine;venlafaxine
methylergonovine;voriconazole
methylergonovine;zolmitriptan
iloprost;trandolapril
pregabalin;triprolidine
interferon_alfa-n1;aminophylline
interferon_alfa-n1;dyphylline
interferon_alfa-n1;oxtriphylline
interferon_alfa-n1;theophylline
mibefradil;astemizole
mibefradil;atomoxetine
mibefradil;cisapride
mibefradil;tacrolimus
mibefradil;terfenadine
dihydroergotoxine;acebutolol
dihydroergotoxine;almotriptan
dihydroergotoxine;atenolol
dihydroergotoxine;bisoprolol
dihydroergotoxine;carvedilol
dihydroergotoxine;delavirdine
dihydroergotoxine;efavirenz
dihydroergotoxine;eletriptan
dihydroergotoxine;erythromycin
dihydroergotoxine;esmolol
dihydroergotoxine;frovatriptan
dihydroergotoxine;isosorbide_dinitrate
dihydroergotoxine;isosorbide_mononitrate
dihydroergotoxine;labetalol
dihydroergotoxine;metoprolol
dihydroergotoxine;nadolol
dihydroergotoxine;naratriptan
dihydroergotoxine;nitroglycerin
dihydroergotoxine;oxprenolol
dihydroergotoxine;pentaerythritol_tetranitrate
dihydroergotoxine;pindolol
dihydroergotoxine;propranolol
dihydroergotoxine;timolol
cephapirin;amikacin
cephapirin;gentamicin
cephapirin;netilmicin
cephapirin;tobramycin
halazepam;cimetidine
halazepam;clozapine
halazepam;fluconazole
halazepam;indinavir
halazepam;itraconazole
halazepam;ketoconazole
halazepam;nelfinavir
halazepam;omeprazole
epoprostenol;trandolapril
paclitaxel;aprepitant
paclitaxel;carboplatin
paclitaxel;cisplatin
paclitaxel;gemcitabine
paclitaxel;quinupristin
paclitaxel;telithromycin
paclitaxel;tolbutamide
paclitaxel;trastuzumab
paclitaxel;valrubicin
paclitaxel;voriconazole
glycopyrrolate;donepezil
glycopyrrolate;galantamine
glycopyrrolate;haloperidol
glycopyrrolate;rivastigmine
glycopyrrolate;tacrine
glycopyrrolate;trimethobenzamide
glycopyrrolate;triprolidine
glycopyrrolate;trospium
methyldopa;carteolol
methyldopa;dobutamine
methyldopa;dopamine
methyldopa;entacapone
methyldopa;ephedra
methyldopa;ephedrine
methyldopa;epinephrine
methyldopa;fenoterol
methyldopa;haloperidol
methyldopa;iron
methyldopa;iron_dextran
methyldopa;isoproterenol
methyldopa;levodopa
methyldopa;lithium
methyldopa;mephentermine
methyldopa;metaraminol
methyldopa;methoxamine
methyldopa;nadolol
methyldopa;norepinephrine
methyldopa;orciprenaline
methyldopa;oxprenolol
methyldopa;penbutolol
methyldopa;phenylephrine
methyldopa;phenylpropanolamine
methyldopa;pindolol
methyldopa;pirbuterol
methyldopa;procaterol
methyldopa;propranolol
methyldopa;pseudoephedrine
methyldopa;salbutamol
methyldopa;sotalol
methyldopa;terbutaline
methyldopa;timolol
methyldopa;tranylcypromine
rifapentine;bromazepam
rifapentine;erlotinib
rifapentine;ethinyl_estradiol
rifapentine;methadone
rifapentine;norethindrone
rifapentine;telithromycin
rifapentine;temsirolimus
rifapentine;terbinafine
rifapentine;tipranavir
rifapentine;tramadol
rifapentine;trazodone
rifapentine;tretinoin
rifapentine;verapamil
rifapentine;voriconazole
rifapentine;zidovudine
sulfamerazine;chlorpropamide
sulfamerazine;methotrexate
esomeprazole;atazanavir
esomeprazole;cefditoren
esomeprazole;clopidogrel
esomeprazole;enoxacin
esomeprazole;indinavir
esomeprazole;itraconazole
esomeprazole;ketoconazole
esomeprazole;tipranavir
fexofenadine;cisapride
fexofenadine;tacrine
fexofenadine;trimethobenzamide
fexofenadine;triprolidine
fexofenadine;trospium
norethindrone;acitretin
norethindrone;amobarbital
norethindrone;aprobarbital
norethindrone;artemether
norethindrone;bexarotene
norethindrone;bosentan
norethindrone;butabarbital
norethindrone;butalbital
norethindrone;butethal
norethindrone;carbamazepine
norethindrone;colesevelam
norethindrone;ethotoin
norethindrone;fosphenytoin
norethindrone;griseofulvin
norethindrone;heptabarbital
norethindrone;hexobarbital
norethindrone;lamotrigine
norethindrone;mephenytoin
norethindrone;methohexital
norethindrone;methylphenobarbital
norethindrone;pentobarbital
norethindrone;phenobarbital
norethindrone;phenytoin
norethindrone;pioglitazone
norethindrone;primidone
norethindrone;rifabutin
norethindrone;rifampin
norethindrone;rifapentine
norethindrone;secobarbital
norethindrone;st._john's_wort
norethindrone;talbutal
norethindrone;thiopental
norethindrone;tizanidine
norethindrone;tretinoin
norethindrone;troglitazone
norethindrone;warfarin
sumatriptan;citalopram
sumatriptan;desvenlafaxine
sumatriptan;dihydroergotamine
sumatriptan;ergotamine
sumatriptan;escitalopram
sumatriptan;fluoxetine
sumatriptan;fluvoxamine
sumatriptan;isocarboxazid
sumatriptan;lithium
sumatriptan;methysergide
sumatriptan;nefazodone
sumatriptan;paroxetine
sumatriptan;phenelzine
sumatriptan;tramadol
sumatriptan;tranylcypromine
sumatriptan;trazodone
sumatriptan;trimipramine
sumatriptan;venlafaxine
sumatriptan;vilazodone
sumatriptan;zolmitriptan
methadone;amobarbital
methadone;amprenavir
methadone;aprobarbital
methadone;artemether
methadone;butabarbital
methadone;butalbital
methadone;butethal
methadone;carbamazepine
methadone;cimetidine
methadone;dihydroquinidine_barbiturate
methadone;efavirenz
methadone;ethotoin
methadone;fluvoxamine
methadone;fosamprenavir
methadone;fosphenytoin
methadone;heptabarbital
methadone;hexobarbital
methadone;lumefantrine
methadone;mephenytoin
methadone;methohexital
methadone;methylphenobarbital
methadone;nelfinavir
methadone;nevirapine
methadone;pentobarbital
methadone;phenobarbital
methadone;phenytoin
methadone;primidone
methadone;quinidine_barbiturate
methadone;rifabutin
methadone;rifampin
methadone;rifapentine
methadone;ritonavir
methadone;secobarbital
methadone;st._john's_wort
methadone;tacrolimus
methadone;talbutal
methadone;tamoxifen
methadone;tamsulosin
methadone;telithromycin
methadone;thiopental
methadone;thiothixene
methadone;tipranavir
methadone;toremifene
methadone;tramadol
methadone;trimipramine
methadone;triprolidine
methadone;voriconazole
methadone;vorinostat
methadone;zidovudine
methadone;ziprasidone
methadone;zuclopenthixol
ginseng;bumetanide
ginseng;digoxin
ginseng;ethacrynic_acid
ginseng;furosemide
ginseng;ginkgo_biloba
ginseng;ketoprofen
ginseng;nifedipine
ginseng;sulindac
ginseng;tenecteplase
ginseng;tiaprofenic_acid
ginseng;tolmetin
ginseng;trandolapril
ginseng;urokinase
ginseng;warfarin
tizanidine;amiodarone
tizanidine;amlodipine
tizanidine;benazepril
tizanidine;captopril
tizanidine;cilazapril
tizanidine;cimetidine
tizanidine;ciprofloxacin
tizanidine;diclofenac
tizanidine;donepezil
tizanidine;enalapril
tizanidine;ethanol
tizanidine;ethinyl_estradiol
tizanidine;fluoxetine
tizanidine;fluvoxamine
tizanidine;fosinopril
tizanidine;galantamine
tizanidine;gemfibrozil
tizanidine;ketoconazole
tizanidine;lidocaine
tizanidine;lisinopril
tizanidine;mestranol
tizanidine;methoxsalen
tizanidine;mexiletine
tizanidine;miconazole
tizanidine;moexipril
tizanidine;moxifloxacin
tizanidine;nifedipine
tizanidine;norethindrone
tizanidine;norfloxacin
tizanidine;ofloxacin
tizanidine;perindopril
tizanidine;primaquine
tizanidine;propafenone
tizanidine;propofol
tizanidine;quinapril
tizanidine;quinupristin
tizanidine;ramipril
tizanidine;rivastigmine
tizanidine;spirapril
tizanidine;thiabendazole
tizanidine;ticlopidine
tizanidine;trandolapril
tizanidine;tranylcypromine
tizanidine;treprostinil
tizanidine;trimipramine
tizanidine;triprolidine
sertraline;almotriptan
sertraline;carbamazepine
sertraline;carvedilol
sertraline;cilostazol
sertraline;clarithromycin
sertraline;clozapine
sertraline;desvenlafaxine
sertraline;donepezil
sertraline;eletriptan
sertraline;erythromycin
sertraline;fosphenytoin
sertraline;frovatriptan
sertraline;galantamine
sertraline;ginkgo_biloba
sertraline;isocarboxazid
sertraline;ketoprofen
sertraline;linezolid
sertraline;metoprolol
sertraline;moclobemide
sertraline;naratriptan
sertraline;oxycodone
sertraline;phenelzine
sertraline;phenytoin
sertraline;pimozide
sertraline;propafenone
sertraline;propranolol
sertraline;rasagiline
sertraline;tamoxifen
sertraline;tamsulosin
sertraline;terbinafine
sertraline;tiaprofenic_acid
sertraline;tipranavir
sertraline;tolmetin
sertraline;tolterodine
sertraline;tramadol
sertraline;tranylcypromine
sertraline;trazodone
sertraline;treprostinil
sertraline;trimipramine
sertraline;triprolidine
sertraline;venlafaxine
sertraline;zolmitriptan
practolol;acetohexamide
practolol;chlorpropamide
practolol;clonidine
practolol;dihydroergotamine
practolol;disopyramide
practolol;epinephrine
practolol;ergotamine
practolol;fenoterol
practolol;formoterol
practolol;gliclazide
practolol;glyburide
practolol;ibuprofen
practolol;indomethacin
practolol;insulin
practolol;insulin_glargine
practolol;methysergide
practolol;orciprenaline
practolol;oxprenolol
practolol;pipobroman
practolol;piroxicam
practolol;prazosin
practolol;repaglinide
practolol;terbutaline
carboplatin;docetaxel
carboplatin;fosphenytoin
carboplatin;leflunomide
carboplatin;natalizumab
carboplatin;paclitaxel
carboplatin;phenytoin
carboplatin;pimecrolimus
carboplatin;roflumilast
carboplatin;sorafenib
carboplatin;tacrolimus
carboplatin;topotecan
carboplatin;trastuzumab
forasartan;amiloride
forasartan;lithium
forasartan;potassium
forasartan;triamterene
venlafaxine;almotriptan
venlafaxine;amitriptyline
venlafaxine;amoxapine
venlafaxine;amprenavir
venlafaxine;atazanavir
venlafaxine;bromocriptine
venlafaxine;buspirone
venlafaxine;cabergoline
venlafaxine;chlorpromazine
venlafaxine;cinacalcet
venlafaxine;citalopram
venlafaxine;clarithromycin
venlafaxine;clomipramine
venlafaxine;cocaine
venlafaxine;conivaptan
venlafaxine;darunavir
venlafaxine;delavirdine
venlafaxine;desipramine
venlafaxine;desvenlafaxine
venlafaxine;dexfenfluramine
venlafaxine;dextromethorphan
venlafaxine;diethylpropion
venlafaxine;dihydroergotamine
venlafaxine;dipivefrin
venlafaxine;doxepin
venlafaxine;duloxetine
venlafaxine;eletriptan
venlafaxine;ephedrine
venlafaxine;epinephrine
venlafaxine;ergoloid_mesylate
venlafaxine;ergonovine
venlafaxine;ergotamine
venlafaxine;escitalopram
venlafaxine;fenfluramine
venlafaxine;fluoxetine
venlafaxine;fluvoxamine
venlafaxine;fosamprenavir
venlafaxine;frovatriptan
venlafaxine;furazolidone
venlafaxine;imatinib
venlafaxine;imipramine
venlafaxine;indinavir
venlafaxine;isocarboxazid
venlafaxine;isoniazid
venlafaxine;itraconazole
venlafaxine;ketoconazole
venlafaxine;linezolid
venlafaxine;lithium
venlafaxine;lopinavir
venlafaxine;maprotiline
venlafaxine;mazindol
venlafaxine;meperidine
venlafaxine;methylergonovine
venlafaxine;metoclopramide
venlafaxine;miconazole
venlafaxine;milnacipran
venlafaxine;mirtazapine
venlafaxine;moclobemide
venlafaxine;naratriptan
venlafaxine;nefazodone
venlafaxine;nelfinavir
venlafaxine;nicardipine
venlafaxine;norepinephrine
venlafaxine;nortriptyline
venlafaxine;paroxetine
venlafaxine;pergolide
venlafaxine;phenelzine
venlafaxine;phentermine
venlafaxine;phenylpropanolamine
venlafaxine;posaconazole
venlafaxine;procarbazine
venlafaxine;promethazine
venlafaxine;propafenone
venlafaxine;protriptyline
venlafaxine;pseudoephedrine
venlafaxine;quinidine
venlafaxine;quinupristin
venlafaxine;rasagiline
venlafaxine;ritonavir
venlafaxine;rizatriptan
venlafaxine;s-adenosylmethionine
venlafaxine;saquinavir
venlafaxine;selegiline
venlafaxine;sertraline
venlafaxine;sibutramine
venlafaxine;st._john's_wort
venlafaxine;sumatriptan
venlafaxine;telithromycin
venlafaxine;terbinafine
venlafaxine;tramadol
venlafaxine;tranylcypromine
venlafaxine;trazodone
venlafaxine;trimipramine
venlafaxine;triprolidine
venlafaxine;voriconazole
venlafaxine;zolmitriptan
pemetrexed;ketoprofen
pemetrexed;sulindac
pemetrexed;tiaprofenic_acid
pemetrexed;tolmetin
fusidic_acid;amprenavir
fusidic_acid;atorvastatin
fusidic_acid;fosamprenavir
fusidic_acid;indinavir
fusidic_acid;nelfinavir
fusidic_acid;penicillin_v
fusidic_acid;ritonavir
fusidic_acid;saquinavir
fusidic_acid;simvastatin
fusidic_acid;ticarcillin
fusidic_acid;tipranavir
mepenzolate;haloperidol
mepenzolate;tacrine
mepenzolate;trimethobenzamide
mepenzolate;triprolidine
mepenzolate;trospium
quinine;acenocoumarol
quinine;anisindione
quinine;artemether
quinine;astemizole
quinine;atomoxetine
quinine;atracurium
quinine;dicumarol
quinine;digitoxin
quinine;digoxin
quinine;lumefantrine
quinine;mesoridazine
quinine;metocurine
quinine;pancuronium
quinine;succinylcholine
quinine;tamoxifen
quinine;tamsulosin
quinine;telithromycin
quinine;terfenadine
quinine;thioridazine
quinine;thiothixene
quinine;toremifene
quinine;tramadol
quinine;trandolapril
quinine;tretinoin
quinine;vecuronium
quinine;voriconazole
quinine;vorinostat
quinine;warfarin
quinine;ziprasidone
quinine;zuclopenthixol
muromonab;cyclosporine
muromonab;trastuzumab
vecuronium;amikacin
vecuronium;aminophylline
vecuronium;azathioprine
vecuronium;betamethasone
vecuronium;carbamazepine
vecuronium;clindamycin
vecuronium;colistimethate
vecuronium;corticotropin
vecuronium;cortisone_acetate
vecuronium;dexamethasone
vecuronium;fludrocortisone
vecuronium;fosphenytoin
vecuronium;gentamicin
vecuronium;hydrocortisone
vecuronium;lincomycin
vecuronium;mercaptopurine
vecuronium;methylprednisolone
vecuronium;netilmicin
vecuronium;oxtriphylline
vecuronium;phenytoin
vecuronium;piperacillin
vecuronium;polymyxin_b_sulfate
vecuronium;prednisolone
vecuronium;prednisone
vecuronium;quinidine
vecuronium;quinine
vecuronium;theophylline
vecuronium;tobramycin
vecuronium;triamcinolone
pioglitazone;colesevelam
pioglitazone;gemfibrozil
pioglitazone;glucosamine
pioglitazone;ketoconazole
pioglitazone;mestranol
pioglitazone;norethindrone
pioglitazone;somatropin_recombinant
pioglitazone;tamoxifen
pioglitazone;tamsulosin
pioglitazone;tramadol
pioglitazone;tretinoin
sildenafil;amprenavir
sildenafil;atazanavir
sildenafil;cimetidine
sildenafil;ciprofloxacin
sildenafil;clarithromycin
sildenafil;conivaptan
sildenafil;erythromycin
sildenafil;fosamprenavir
sildenafil;indinavir
sildenafil;isosorbide_dinitrate
sildenafil;isosorbide_mononitrate
sildenafil;itraconazole
sildenafil;ketoconazole
sildenafil;nelfinavir
sildenafil;nitroglycerin
sildenafil;pentaerythritol_tetranitrate
sildenafil;telithromycin
sildenafil;terazosin
